Model,Train R2,Test R2,Train RMSE,Test RMSE,Train MAE,Test MAE,Overfit Gap
Linear,0.1390291616354402,0.13476305297626323,2.0782065331238675,2.3846562183477626,1.652889524937379,1.8393204676118546,0.0042661086591769815
